nst_of_storm,lightning_id,lightning_airport_id,year,day_of_year,second,date,lon,lat,amplitude,mean_amplitude,var_amplitude,maxis,icloud,prop_icloud_of_storm,dist,azimuth,airport_alert_id,is_last_lightning_cloud_ground,total_second,nst_of_alert
46.0,15941,15941,2018,175,46634,2018-06-24 12:57:14,9.0685,41.8262,10.17,-8.45021739130435,420.6458643961353,0.181,True,0.5217391304347826,24.496457966608165,110.13883880800674,,False,583160234.0,0
47.0,15942,15942,2018,175,46770,2018-06-24 12:59:30,9.004,42.1213,1.81,-8.231914893617022,413.74122016651256,1.033,True,0.5319148936170213,27.53527538172036,45.488467729950976,,False,583160370.0,0
48.0,15943,15943,2018,175,46777,2018-06-24 12:59:37,9.114,41.9797,100.71,-5.962291666666668,652.1953159131206,0.437,False,0.5208333333333334,26.45455643470355,79.77783136636378,,False,583160377.0,0
49.0,15944,15944,2018,175,46789,2018-06-24 12:59:49,9.1102,42.0382,6.46,-5.708775510204082,641.7571651360545,0.858,True,0.5306122448979592,28.39903717453596,69.54823290220645,,False,583160389.0,0
50.0,15945,15945,2018,175,46812,2018-06-24 13:00:12,9.0987,42.0258,8.31,-5.4284,632.5906014693878,0.128,True,0.54,26.94631078121576,70.93977848767685,,False,583160412.0,0
51.0,15946,15946,2018,175,46818,2018-06-24 13:00:18,9.0853,41.8403,11.76,-5.091372549019608,625.7317520784313,0.163,True,0.5490196078431373,25.130111877056123,106.43456604611715,,False,583160418.0,0
52.0,15947,15947,2018,175,46844,2018-06-24 13:00:44,9.1219,42.0496,5.94,-4.8792307692307695,615.8027170437406,0.401,True,0.5576923076923077,29.83701038642653,68.4467569293129,,False,583160444.0,0
53.0,15948,15948,2018,175,46860,2018-06-24 13:01:00,9.123,42.0377,-11.48,-5.0037735849056615,604.7824354862119,0.124,False,0.5471698113207547,29.32395558695152,70.38133437623807,,False,583160460.0,0
54.0,15949,15949,2018,175,46914,2018-06-24 13:01:54,9.0903,41.8337,-52.31,-5.879814814814815,634.8136509084555,0.128,False,0.5370370370370371,25.79138501555823,107.36991522229938,,False,583160514.0,0
55.0,15950,15950,2018,175,46916,2018-06-24 13:01:56,9.1346,42.0126,-3.46,-5.8358181818181825,623.1643062626262,0.439,True,0.5454545454545454,29.13476802700104,74.98046033821922,,False,583160516.0,0
56.0,15951,15951,2018,175,46935,2018-06-24 13:02:15,9.0853,42.0585,3.63,-5.666785714285715,613.4340767532467,0.41,True,0.5535714285714286,27.72510341924248,64.46660353504811,,False,583160535.0,0
57.0,15952,15952,2018,175,46966,2018-06-24 13:02:46,9.12,42.0268,9.07,-5.4082456140350885,606.2899468671678,0.287,True,0.5614035087719298,28.595843557696416,71.972553406261,,False,583160566.0,0
58.0,15953,15953,2018,175,46979,2018-06-24 13:02:59,9.0688,41.8441,8.42,-5.169827586206897,598.9501841802783,0.165,True,0.5689655172413793,23.70513952150589,106.645853876821,,False,583160579.0,0
59.0,15954,15954,2018,175,46997,2018-06-24 13:03:17,9.1341,42.0243,3.88,-5.016440677966102,590.0115819403857,0.329,True,0.576271186440678,29.560785961445635,73.08832115508159,,False,583160597.0,0
59.0,15955,15955,2018,175,47018,2018-06-24 13:03:38,9.1383,41.8391,2.42,-5.133559322033898,587.4024612507305,0.794,True,0.576271186440678,29.29391881668208,104.14070238503032,,False,583160618.0,0
60.0,15956,15956,2018,175,47039,2018-06-24 13:03:59,9.1344,42.0255,13.76,-4.818666666666667,583.3959303954801,0.37,True,0.5833333333333334,29.63418138347756,72.91306134946556,,False,583160639.0,0
61.0,15957,15957,2018,175,47050,2018-06-24 13:04:10,9.0597,41.846,4.94,-4.658688524590164,575.233838251366,0.247,True,0.5901639344262295,22.927721488511004,106.81380290926944,,False,583160650.0,0
62.0,15958,15958,2018,175,47072,2018-06-24 13:04:32,9.1348,42.0243,7.91,-4.455967741935485,568.3517097038604,0.714,True,0.5967741935483871,29.614319180776864,73.12195921057278,,False,583160672.0,0
63.0,15959,15959,2018,175,47084,2018-06-24 13:04:44,9.1317,42.0234,-5.33,-4.46984126984127,559.1968725550435,0.292,False,0.5873015873015873,29.33959782983358,73.11548823911909,,False,583160684.0,0
64.0,15960,15960,2018,175,47090,2018-06-24 13:04:50,9.0723,41.8201,3.0,-4.353125,551.1925837301587,0.582,True,0.59375,25.08333268509372,111.01613040864004,,False,583160690.0,0
65.0,15961,15961,2018,175,47108,2018-06-24 13:05:08,9.1398,42.0129,8.21,-4.159846153846154,545.0083859134616,0.131,True,0.6,29.55035637072748,75.15435646803738,,False,583160708.0,0
65.0,15962,15962,2018,175,47160,2018-06-24 13:06:00,9.0847,41.8437,20.04,-3.968307692307693,551.9644642788461,0.761,False,0.5846153846153846,24.946446221963225,105.829858704353,,False,583160760.0,0
66.0,15963,15963,2018,175,47178,2018-06-24 13:06:18,9.1279,42.0206,6.53,-3.809242424242425,545.1426194172493,0.149,True,0.5909090909090909,28.932400637446875,73.38165910042271,,False,583160778.0,0
66.0,15964,15964,2018,175,47214,2018-06-24 13:06:54,9.0692,41.8486,5.28,-3.4159090909090915,541.8777106993006,0.286,True,0.6060606060606061,23.55359290100768,105.72919717315187,,False,583160814.0,0
67.0,15965,15965,2018,175,47222,2018-06-24 13:07:02,9.1216,42.0142,14.98,-3.1413432835820903,538.7183299864314,0.138,True,0.6119402985074627,28.189544952098416,74.13061520428792,,False,583160822.0,0
68.0,15966,15966,2018,175,47275,2018-06-24 13:07:55,9.1368,42.0287,10.91,-2.9347058823529415,533.5812909569797,0.066,True,0.6176470588235294,29.95369979533077,72.52782782382214,,False,583160875.0,0
69.0,15967,15967,2018,175,47300,2018-06-24 13:08:20,9.0804,41.8477,8.46,-2.769565217391305,527.6162365728899,0.2,True,0.6231884057971014,24.456843668617896,105.297039880514,,False,583160900.0,0
69.0,15968,15968,2018,175,47426,2018-06-24 13:10:26,9.0902,41.8477,8.68,-2.165797101449276,515.7525482523442,0.204,True,0.6376811594202898,25.219379596099923,104.79852091719212,,False,583161026.0,0
69.0,15969,15969,2018,175,47502,2018-06-24 13:11:42,9.0886,41.8293,4.83,-2.1714492753623196,515.6700331628302,0.434,True,0.6376811594202898,25.856768385771144,108.26632603601824,,False,583161102.0,0
69.0,15970,15970,2018,175,47557,2018-06-24 13:12:37,9.1114,42.0246,3.42,-2.2401449275362326,514.5553249786872,3.819,True,0.6376811594202898,27.847459042681688,71.87203975164141,,False,583161157.0,0
70.0,15971,15971,2018,175,47588,2018-06-24 13:13:08,9.1321,41.9871,3.52,-2.1578571428571434,507.5719909937888,0.407,True,0.6428571428571429,28.104019132400083,79.08219981824851,,False,583161188.0,0
71.0,15972,15972,2018,175,47624,2018-06-24 13:13:44,9.0973,42.0088,5.98,-2.043239436619719,501.25370507042254,0.786,True,0.647887323943662,26.1014471634946,73.85944174688024,,False,583161224.0,0
72.0,15973,15973,2018,175,47667,2018-06-24 13:14:27,9.137,41.9789,2.86,-1.9751388888888894,494.52770702269174,0.471,True,0.6527777777777778,28.28603767913215,80.60165188688948,,False,583161267.0,0
73.0,15974,15974,2018,175,47702,2018-06-24 13:15:02,9.1138,42.0236,-9.13,-2.0731506849315076,488.36052743531206,0.141,False,0.6438356164383562,27.984902860162705,72.16977743499027,,False,583161302.0,0
74.0,15975,15975,2018,175,47719,2018-06-24 13:15:19,9.0262,41.8499,-30.64,-2.45918918918919,492.69856097741587,0.103,False,0.6351351351351351,20.20647760691667,108.26543517694542,,False,583161319.0,0
75.0,15976,15976,2018,175,47725,2018-06-24 13:15:25,9.0244,41.9294,2.13,-2.3980000000000006,486.32128108108117,0.75,True,0.64,18.323528030416806,88.50004694971919,,False,583161325.0,0
76.0,15977,15977,2018,175,47749,2018-06-24 13:15:49,9.1142,41.9769,8.28,-2.2575000000000007,481.3372563333334,0.207,True,0.6447368421052632,26.39962974397219,80.28417149460991,,False,583161349.0,0
76.0,15978,15978,2018,175,47771,2018-06-24 13:16:11,9.1006,42.0065,6.2,-2.2363157894736845,481.66534891228076,0.21,True,0.6447368421052632,26.26540933521616,74.43916794260683,,False,583161371.0,0
77.0,15979,15979,2018,175,47788,2018-06-24 13:16:28,9.1306,41.9862,5.14,-2.140519480519481,476.0342707792208,0.397,True,0.6493506493506493,27.95918886254672,79.18517480646848,,False,583161388.0,0
78.0,15980,15980,2018,175,47811,2018-06-24 13:16:51,9.1116,41.9727,-12.34,-2.2712820512820517,471.1857178155179,0.346,False,0.6410256410256411,26.08952319028282,80.9625742741401,,False,583161411.0,0
79.0,15981,15981,2018,175,47818,2018-06-24 13:16:58,9.1647,41.9446,3.77,-2.194810126582279,465.6068637455372,4.041,True,0.6455696202531646,29.99860759818882,86.67810147381313,,False,583161418.0,0
80.0,15982,15982,2018,175,47846,2018-06-24 13:17:26,9.1009,41.8408,24.85,-1.8567500000000003,468.8558779113925,0.115,False,0.6375,26.314702334677303,105.52807747508022,,False,583161446.0,0
81.0,15983,15983,2018,175,47850,2018-06-24 13:17:30,9.1236,42.0002,20.23,-1.5840740740740744,469.0177044444446,0.146,False,0.6296296296296297,27.832181545062,76.56644847529647,,False,583161450.0,0
82.0,15984,15984,2018,175,47880,2018-06-24 13:18:00,9.1258,41.9972,11.14,-1.4289024390243905,465.2017777928336,0.136,True,0.6341463414634146,27.90639621010853,77.15969307063865,,False,583161480.0,0
83.0,15985,15985,2018,175,47914,2018-06-24 13:18:34,9.1177,41.987,9.72,-1.2945783132530122,461.02615195415825,0.127,True,0.6385542168674698,26.950945441552967,78.6130853352637,,False,583161514.0,0
84.0,15986,15986,2018,175,47955,2018-06-24 13:19:15,9.1276,41.9964,-5.55,-1.3452380952380956,455.68719873780856,0.126,False,0.6309523809523809,28.02300259533085,77.36287222655002,,False,583161555.0,0
85.0,15987,15987,2018,175,47985,2018-06-24 13:19:45,8.8541,42.1564,-33.6,-1.7247058823529415,462.50199425770325,0.106,False,0.6235294117647059,26.211542900671223,12.403662412321172,,False,583161585.0,0
86.0,15988,15988,2018,175,47987,2018-06-24 13:19:47,9.1359,41.9914,25.68,-1.406046511627907,465.79356065663495,0.123,False,0.6162790697674418,28.529627372283787,78.49167573051696,,False,583161587.0,0
87.0,15989,15989,2018,175,48019,2018-06-24 13:20:19,9.1259,41.9928,10.65,-1.2674712643678163,462.0480260892811,0.235,True,0.6206896551724138,27.775868893462743,77.90766578240392,,False,583161619.0,0
88.0,15990,15990,2018,175,48021,2018-06-24 13:20:21,8.8832,42.1752,3.82,-1.2096590909090912,457.0312470088821,0.441,True,0.625,28.73221569755556,17.700867520814313,,False,583161621.0,0
88.0,15991,15991,2018,175,48053,2018-06-24 13:20:53,8.8537,42.1542,-19.91,-1.5394318181818185,459.7167341562175,0.147,False,0.6136363636363636,25.964967430745705,12.423533083453318,,False,583161653.0,0
89.0,15992,15992,2018,175,48062,2018-06-24 13:21:02,9.1366,41.9817,25.46,-1.2360674157303375,462.68334685904006,1.369,False,0.6067415730337079,28.32247879165076,80.12332442988644,,False,583161662.0,0
90.0,15993,15993,2018,175,48087,2018-06-24 13:21:27,9.1382,41.998,48.4,-0.684555555555556,484.85953744069934,0.084,False,0.6,28.91270024495632,77.48928664663872,,False,583161687.0,0
91.0,15994,15994,2018,175,48090,2018-06-24 13:21:30,8.836,42.1742,6.02,-0.6108791208791214,479.96617699633725,0.543,True,0.6043956043956044,27.980292445205205,7.524244427831247,,False,583161690.0,0
92.0,15995,15995,2018,175,48093,2018-06-24 13:21:33,9.1283,41.8137,27.65,-0.30369565217391353,483.37309827998115,0.206,False,0.5978260869565217,29.566235437801566,108.6617884920652,,False,583161693.0,0
93.0,15996,15996,2018,175,48126,2018-06-24 13:22:06,9.1615,41.9503,5.31,-0.24333333333333382,478.4578985507249,0.383,True,0.6021505376344086,29.789973312312064,85.7418300279689,,False,583161726.0,0
94.0,15997,15997,2018,175,48158,2018-06-24 13:22:38,8.857,42.1563,-36.03,-0.6240425531914898,486.93750391214854,0.137,False,0.5957446808510638,26.2402357181491,13.088090403368865,,False,583161758.0,0
95.0,15998,15998,2018,175,48246,2018-06-24 13:24:06,9.1344,41.8495,7.43,-0.5392631578947373,482.44013455767106,0.193,True,0.6,28.63289258982097,102.60015982608093,,False,583161846.0,0
96.0,15999,15999,2018,175,48250,2018-06-24 13:24:10,8.8589,42.156,-31.11,-0.8577083333333338,487.0969210087722,0.173,False,0.59375,26.234555590064897,13.5479389880008,,False,583161850.0,0
97.0,16000,16000,2018,175,48339,2018-06-24 13:25:39,9.1391,41.8582,8.84,-0.757731958762887,482.9925364690725,0.265,True,0.5979381443298969,28.74417544334341,101.00810225445632,,False,583161939.0,0
98.0,16001,16001,2018,175,48345,2018-06-24 13:25:45,9.1428,42.0062,45.36,-0.2871428571428576,499.71573402061887,0.099,False,0.5918367346938775,29.545639718841603,76.34116745491676,,False,583161945.0,0
98.0,16002,16002,2018,175,48430,2018-06-24 13:27:10,9.1108,41.8323,8.57,0.3336734693877547,472.2771884283613,0.143,True,0.6020408163265306,27.420392698243067,106.51639870933988,,False,583162030.0,0
99.0,16003,16003,2018,175,48466,2018-06-24 13:27:46,9.1395,41.851,-33.1,-0.004040404040404457,478.7490488146776,0.096,False,0.5959595959595959,28.9900849987684,102.1714582085876,,False,583162066.0,0
100.0,16004,16004,2018,175,48503,2018-06-24 13:28:23,9.1274,41.8397,8.67,0.0826999999999996,474.6655896060608,0.342,True,0.6,28.419129613971613,104.49645728607427,,False,583162103.0,0
101.0,16005,16005,2018,175,48537,2018-06-24 13:28:57,8.9195,41.8612,-24.36,-0.1593069306930697,475.8342365148517,1.062,False,0.594059405940594,11.878663015945964,118.15403945370184,143.0,False,583162137.0,0
101.0,16006,16006,2018,175,48591,2018-06-24 13:29:51,8.844,41.7662,8.78,-0.0913861386138618,476.5854540594061,1.084,False,0.5841584158415841,17.8181169721503,165.36579038484777,143.0,False,583162191.0,1
102.0,16007,16007,2018,175,48635,2018-06-24 13:30:35,9.1258,41.9943,-17.62,-0.2632352941176475,474.87906368666296,0.56,False,0.5784313725490197,27.814245454794523,77.64980037690319,,False,583162235.0,0
102.0,16008,16008,2018,175,48738,2018-06-24 13:32:18,8.9331,42.1228,24.87,0.05490196078431336,480.50105296059036,0.074,False,0.5686274509803921,24.6064405785457,33.1692111514782,,False,583162338.0,0
103.0,16009,16009,2018,175,48789,2018-06-24 13:33:09,8.9331,42.1388,10.9,0.1601941747572812,476.93216270702476,0.124,True,0.5728155339805825,26.216744071791425,31.174717810686488,,False,583162389.0,0
103.0,16010,16010,2018,175,48823,2018-06-24 13:33:43,8.8448,42.1236,-18.32,-0.08621359223301005,479.7523237578529,0.146,False,0.5631067961165048,22.49153291519587,11.832338484195542,,False,583162423.0,0
104.0,16011,16011,2018,175,48854,2018-06-24 13:34:14,8.8774,42.1442,4.22,-0.044807692307692645,475.2728368558628,0.207,True,0.5673076923076923,25.27248095397378,18.660613499566026,,False,583162454.0,0
105.0,16012,16012,2018,175,48877,2018-06-24 13:34:37,8.9071,42.1586,9.5,0.046095238095237766,471.5705567216119,0.632,True,0.5714285714285714,27.49260388159376,23.912701991719043,,False,583162477.0,0
105.0,16013,16013,2018,175,48921,2018-06-24 13:35:21,9.1365,41.9684,6.68,0.054380952380952044,471.67419985348,0.27,True,0.5714285714285714,28.017264934162835,82.351363451682,,False,583162521.0,0
106.0,16014,16014,2018,175,48925,2018-06-24 13:35:25,8.9114,42.1581,6.25,0.11283018867924495,467.54419381850875,0.189,True,0.5754716981132075,27.55311378189379,24.82934658815009,,False,583162525.0,0
107.0,16015,16015,2018,175,48944,2018-06-24 13:35:44,8.8942,42.1324,3.73,0.14663551401869127,463.2556791394818,0.215,True,0.5794392523364486,24.39504752187956,23.617860701839152,,False,583162544.0,0
108.0,16016,16016,2018,175,48971,2018-06-24 13:36:11,8.9645,41.883,-22.1,-0.0593518518518522,463.5087126600902,3.091,False,0.5740740740740741,14.105814654522236,104.10296341391116,143.0,True,583162571.0,0
109.0,16017,16017,2018,175,48978,2018-06-24 13:36:18,8.9467,42.1395,11.86,0.04999999999999965,460.52036851851875,0.119,True,0.5779816513761468,26.7661760471884,33.66556382619618,,False,583162578.0,0
110.0,16018,16018,2018,175,48998,2018-06-24 13:36:38,8.8971,42.1409,7.18,0.11481818181818147,456.7575646455382,0.395,True,0.5818181818181818,25.36723715723841,23.436831834139326,,False,583162598.0,0
111.0,16019,16019,2018,175,49010,2018-06-24 13:36:50,8.9083,42.1363,7.81,0.1841441441441438,453.13869903357926,0.086,True,0.5855855855855856,25.18546044039868,26.359961659115463,,False,583162610.0,0
112.0,16020,16020,2018,175,49025,2018-06-24 13:37:05,8.9529,42.1187,4.38,0.2216071428571425,449.213557754183,0.347,True,0.5892857142857143,24.966577112305306,37.554396904991656,,False,583162625.0,0
112.0,16021,16021,2018,175,49035,2018-06-24 13:37:15,8.8856,42.131,-8.13,0.10008928571428535,449.57792521718164,0.101,False,0.5803571428571429,24.036003394885345,21.739462975752733,,False,583162635.0,0
112.0,16022,16022,2018,175,49055,2018-06-24 13:37:35,8.9107,42.1408,25.32,0.8027678571428568,429.042998576255,0.162,False,0.5803571428571429,25.723041944766745,26.39597522517154,,False,583162655.0,0
113.0,16023,16023,2018,175,49067,2018-06-24 13:37:47,8.909,42.1427,5.16,0.8413274336283183,425.38027054361584,0.71,True,0.584070796460177,25.87337029762796,25.83876107361705,,False,583162667.0,0
114.0,16024,16024,2018,175,49070,2018-06-24 13:37:50,9.0643,41.875,-20.64,0.652894736842105,425.66362782952973,1.953,False,0.5789473684210527,22.2843475424627,100.53228596519806,,False,583162670.0,0
115.0,16025,16025,2018,175,49080,2018-06-24 13:38:00,8.9231,42.13,-13.76,0.527565217391304,423.73609752860426,0.103,False,0.5739130434782609,24.98924101165212,30.21499606689466,,False,583162680.0,0
116.0,16026,16026,2018,175,49085,2018-06-24 13:38:05,8.8429,42.1068,-7.15,0.46137931034482726,420.55958242878575,0.398,True,0.5775862068965517,20.62329664031716,12.316700285647167,,False,583162685.0,0
116.0,16027,16027,2018,175,49108,2018-06-24 13:38:28,8.9124,42.1295,-12.78,0.3132758620689652,421.9272083058472,0.073,False,0.5689655172413793,24.600232604199068,28.00456158901174,,False,583162708.0,0
117.0,16028,16028,2018,175,49117,2018-06-24 13:38:37,8.9065,42.1349,45.63,0.7005982905982904,435.8420884320662,0.064,False,0.5641025641025641,24.9883276542174,26.118627873650528,,False,583162717.0,0
117.0,16029,16029,2018,175,49128,2018-06-24 13:38:48,8.9174,42.1355,3.63,0.6581196581196579,435.37631022693796,0.376,True,0.5641025641025641,25.372172911671832,28.38453559872833,,False,583162728.0,0
117.0,16030,16030,2018,175,49146,2018-06-24 13:39:06,8.9097,42.1293,-6.83,0.7069230769230767,434.3556456233423,0.137,False,0.5641025641025641,24.49849193839177,27.438462209329856,,False,583162746.0,0
117.0,16031,16031,2018,175,49161,2018-06-24 13:39:21,8.8734,41.9948,3.6,1.0947863247863245,418.71452516946664,0.199,True,0.5726495726495726,9.825075295931198,44.71696034290914,,False,583162761.0,0
117.0,16032,16032,2018,175,49173,2018-06-24 13:39:33,8.9143,42.1364,9.12,1.1327350427350422,419.1574717653994,0.081,True,0.5726495726495726,25.37113838164095,27.631888382301245,,False,583162773.0,0
117.0,16033,16033,2018,175,49185,2018-06-24 13:39:45,8.9019,42.1289,-13.9,0.9745299145299141,420.97612154435603,0.084,False,0.5641025641025641,24.232402200836365,25.744347518499865,,False,583162785.0,0
118.0,16034,16034,2018,175,49199,2018-06-24 13:39:59,8.9195,42.138,16.78,1.108474576271186,419.49509337969005,0.126,False,0.559322033898305,25.694539150293554,28.539261546252288,,False,583162799.0,0
118.0,16035,16035,2018,175,49212,2018-06-24 13:40:12,8.8964,42.1385,-78.73,0.3555084745762708,472.70939589309,0.122,False,0.5508474576271186,25.095735529337485,23.513187665404526,,False,583162812.0,0
118.0,16036,16036,2018,175,49225,2018-06-24 13:40:25,9.0311,41.8217,4.04,0.4999999999999996,471.27755897435895,0.915,True,0.559322033898305,22.0168919580816,114.06258306788747,,False,583162825.0,0
119.0,16037,16037,2018,175,49232,2018-06-24 13:40:32,8.8498,42.1226,-7.56,0.43226890756302483,467.8295939609742,0.197,False,0.5546218487394958,22.449232257805043,13.261380417645354,,False,583162832.0,0
119.0,16038,16038,2018,175,49242,2018-06-24 13:40:42,8.9212,42.1409,10.37,0.46638655462184836,468.3725792052414,0.266,True,0.5546218487394958,26.04580256538746,28.56425489265736,,False,583162842.0,0
120.0,16039,16039,2018,175,49242,2018-06-24 13:40:42,8.9225,42.1415,5.48,0.5081666666666663,464.6461445098039,0.208,True,0.5583333333333333,26.14792430731138,28.76131030215745,,False,583162842.0,0
121.0,16040,16040,2018,175,49242,2018-06-24 13:40:42,8.9297,42.1423,30.91,0.7594214876033054,468.4127004958678,0.138,False,0.5537190082644629,26.45960449799032,30.104714639616187,,False,583162842.0,0
122.0,16041,16041,2018,175,49242,2018-06-24 13:40:42,8.9267,42.1478,21.31,0.9278688524590161,468.0032119496003,0.14,False,0.5491803278688525,26.92691153044736,28.906845286512915,,False,583162842.0,0
123.0,16042,16042,2018,175,49253,2018-06-24 13:40:53,8.9356,42.1361,7.17,0.9786178861788615,464.4839021724643,0.187,True,0.5528455284552846,26.029623751032343,31.98356548053191,,False,583162853.0,0
123.0,16043,16043,2018,175,49258,2018-06-24 13:40:58,8.8865,42.124,-8.07,1.1030081300813004,460.27996054911364,0.121,False,0.5528455284552846,23.313233262075126,22.64422194509077,,False,583162858.0,0
123.0,16044,16044,2018,175,49271,2018-06-24 13:41:11,8.9339,42.0504,5.71,1.275284552845528,458.16994151672657,0.265,True,0.5609756097560976,17.76513207416197,45.93336302158338,,False,583162871.0,0
123.0,16045,16045,2018,175,49288,2018-06-24 13:41:28,8.9365,42.1539,8.27,1.687723577235772,442.72098985739035,0.199,True,0.5691056910569106,27.86507174643301,30.11857313910372,,False,583162888.0,0
123.0,16046,16046,2018,175,49297,2018-06-24 13:41:37,8.9987,41.8341,11.44,1.886991869918699,441.67535399173664,0.337,True,0.5772357723577236,19.008775451152005,114.56509663938898,,False,583162897.0,0
124.0,16047,16047,2018,175,49304,2018-06-24 13:41:44,8.9016,42.1305,-27.36,1.651129032258064,444.982775950695,0.11,False,0.5725806451612904,24.39153659737831,25.50310468792843,,False,583162904.0,0
124.0,16048,16048,2018,175,49323,2018-06-24 13:42:03,8.9164,42.1352,11.21,1.8233870967741932,444.5634746131655,0.255,True,0.5806451612903226,25.31058048127418,28.208637845992133,,False,583162923.0,0
124.0,16049,16049,2018,175,49341,2018-06-24 13:42:21,9.0284,41.8136,20.7,2.1354032258064515,444.17066406372936,0.059,True,0.5887096774193549,22.30681880953213,116.00334584451134,,False,583162941.0,0
125.0,16050,16050,2018,175,49344,2018-06-24 13:42:24,8.9027,42.1439,-4.26,2.08424,440.9158520387097,0.372,False,0.584,25.828362582544145,24.37141114324105,,False,583162944.0,0
126.0,16051,16051,2018,175,49347,2018-06-24 13:42:27,9.1427,41.9083,11.56,2.159444444444444,438.1011444888889,0.095,True,0.5873015873015873,28.148494611001468,92.57808630730902,,False,583162947.0,0
126.0,16052,16052,2018,175,49366,2018-06-24 13:42:46,8.9151,42.1273,-73.32,1.7383333333333328,479.4785116,0.145,False,0.5873015873015873,24.45661799831584,28.84641335942265,,False,583162966.0,0
126.0,16053,16053,2018,175,49392,2018-06-24 13:43:12,8.9507,42.111,-64.02,1.2895238095238093,513.1903901714286,0.183,False,0.5873015873015873,24.135377551938948,38.26239592381434,,False,583162992.0,0
127.0,16054,16054,2018,175,49401,2018-06-24 13:43:21,8.875,42.1398,4.2,1.3124409448818897,509.184150343707,0.54,True,0.5905511811023622,24.75020925129072,18.442898840841544,,False,583163001.0,0
127.0,16055,16055,2018,175,49427,2018-06-24 13:43:47,8.909,42.132,-44.91,1.2926771653543305,510.9753165854268,0.105,False,0.5905511811023622,24.758089032394604,26.98142166757848,,False,583163027.0,0
128.0,16056,16056,2018,175,49439,2018-06-24 13:43:59,8.8777,42.134,6.04,1.3297656249999998,507.1279597871555,0.162,True,0.59375,24.1811242529486,19.570976862610443,,False,583163039.0,0
128.0,16057,16057,2018,175,49454,2018-06-24 13:44:14,9.0457,41.8276,8.73,1.8675781249999999,477.54446101747044,0.54,True,0.6015625,22.7457536522746,111.57320559685786,,False,583163054.0,0
129.0,16058,16058,2018,175,49465,2018-06-24 13:44:25,8.9174,42.1335,5.13,1.8928682170542634,473.89615186531006,0.65,True,0.6046511627906976,25.166117971736668,28.612372138995344,,False,583163065.0,0
130.0,16059,16059,2018,175,49483,2018-06-24 13:44:43,8.9065,42.1444,3.38,1.904307692307692,470.2395502921884,0.418,True,0.6076923076923076,25.98253391620662,25.136105767162416,,False,583163083.0,0
130.0,16060,16060,2018,175,49489,2018-06-24 13:44:49,9.0513,41.7695,7.63,1.8029999999999997,467.7155358914728,0.49,True,0.6153846153846154,26.75827113004086,121.8142386978122,,False,583163089.0,0
131.0,16061,16061,2018,175,49500,2018-06-24 13:45:00,8.9095,42.1283,-5.29,1.7488549618320608,464.5017748326482,0.34,False,0.6106870229007634,24.38891247197781,27.508791645546136,,False,583163100.0,0
132.0,16062,16062,2018,175,49506,2018-06-24 13:45:06,8.8879,42.1385,3.47,1.7618939393939392,460.9784017291232,0.379,True,0.6136363636363636,24.88894735572797,21.580422441013848,,False,583163106.0,0
133.0,16063,16063,2018,175,49515,2018-06-24 13:45:15,9.1496,41.8968,-12.69,1.6532330827067667,459.05649628616993,0.111,False,0.6090225563909775,28.82447781994949,94.4201885859024,,False,583163115.0,0
134.0,16064,16064,2018,175,49537,2018-06-24 13:45:37,9.0427,41.8202,24.47,1.8235074626865668,459.49005452250026,0.063,False,0.6044776119402985,22.92865413778158,113.32535088097588,,False,583163137.0,0
133.0,16065,16065,2018,175,49543,2018-06-24 13:45:43,8.9048,42.1452,29.34,2.4600751879699243,451.1116068124857,0.066,False,0.6090225563909775,26.02079050243045,24.69474736816428,,False,583163143.0,0
134.0,16066,16066,2018,175,49580,2018-06-24 13:46:20,8.8837,42.1459,-25.22,2.2535074626865668,453.4376003871619,0.106,False,0.6044776119402985,25.586298831336247,19.974828280381097,,False,583163180.0,0
134.0,16067,16067,2018,175,49598,2018-06-24 13:46:38,8.8815,42.147,3.71,2.152686567164179,451.75912957019403,0.382,True,0.6119402985074627,25.6578042532171,19.38367042186025,,False,583163198.0,0
135.0,16068,16068,2018,175,49606,2018-06-24 13:46:46,9.0283,41.8101,10.75,2.2163703703703703,448.9353023991154,0.385,True,0.6148148148148148,22.51584765234013,116.72750554808366,,False,583163206.0,0
136.0,16069,16069,2018,175,49612,2018-06-24 13:46:52,9.1487,41.8718,111.25,3.0180882352941176,533.0240644662309,0.132,False,0.6102941176470589,29.174847712751586,98.51942215741109,,False,583163212.0,0
137.0,16070,16070,2018,175,49629,2018-06-24 13:47:09,8.9201,42.1562,16.88,3.1192700729927005,530.507343580936,0.188,False,0.6058394160583942,27.59694280972137,26.74213234937538,,False,583163229.0,0
138.0,16071,16071,2018,175,49653,2018-06-24 13:47:33,8.9467,42.1155,-10.92,3.017536231884058,528.06329607532,0.124,False,0.6014492753623188,24.405583904332243,36.84600449480548,,False,583163253.0,0
138.0,16072,16072,2018,175,49689,2018-06-24 13:48:09,8.8917,42.1349,-149.37,1.9076086956521738,696.3212621231355,0.103,False,0.5942028985507246,24.597087916333425,22.794851514183204,,False,583163289.0,0
139.0,16073,16073,2018,175,49719,2018-06-24 13:48:39,8.9263,42.1279,-17.23,1.7699280575539567,693.9103340527578,0.118,False,0.5899280575539568,24.88226875326183,31.13255154277614,,False,583163319.0,0
