nst_of_storm,year,day_of_year,second,amplitude,mean_amplitude,var_amplitude,maxis,icloud,prop_icloud_of_storm,dist,dist_barycentre,azimuth,azimuth_barycentre,barycentre_speed,nst_of_alert,airport_alert_id,PSTAT,U,RR1,DRR1,FF,T,N,NBAS,CL,CM,CH,N1,N2,N3,N4,UV_INDICE,is_last_lightning_cloud_ground
1179.0,2017,190,58122,-3.81,-3.950831212892282,55.23401424907587,1.286,True,0.8312128922815946,16.117314604731373,15.571169138038464,25.643707244869844,91.00152637616009,-75.23763615297469,1392,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1178.0,2017,190,58125,-3.63,-3.944584040747029,55.2394858506202,1.057,True,0.8310696095076401,6.571376707652613,13.038296259687483,346.7977647733292,139.8823865500271,224.04362869492022,1393,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1179.0,2017,190,58127,-4.52,-3.945072094995759,55.19287408223424,1.457,False,0.8303647158608991,24.849357502938023,14.078482950310182,37.06288935637961,137.44604344481237,-11.086609392416158,1394,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1180.0,2017,190,58130,-2.55,-3.9438898305084744,55.14771013204239,0.098,True,0.8305084745762712,13.811107682389505,15.151712785198749,71.14530938574109,90.496431542666,-236.76460169432733,1395,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1181.0,2017,190,58131,-2.63,-3.9427773073666383,55.10243651731513,1.241,True,0.8306519898391194,12.176671025491997,14.549530576512035,21.09906097025829,86.53326797547744,-18.399268499044005,1396,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1180.0,2017,190,58136,-5.74,-3.9493474576271184,55.10988922607497,0.081,False,0.8296610169491525,9.531557411252765,13.842897489076046,30.804513530448965,88.75887421017119,9.50595986785608,1397,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1179.0,2017,190,58139,-7.14,-3.957472434266328,55.12904046507142,0.516,False,0.8286683630195081,27.25094441402309,15.698502457291331,32.64887345868255,89.9264019124733,7.123779243066036,1398,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1180.0,2017,190,58140,-4.16,-3.9576440677966107,55.082316073374464,4.107,True,0.8288135593220339,17.188515030010382,17.468025511017625,314.3978477651411,84.52641574444192,-37.02302923543523,1399,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1181.0,2017,190,58142,-3.87,-3.9575698560541914,55.035642648717705,1.776,True,0.8289585097375106,17.95740513015747,16.319366782220868,48.84743158164499,86.49050611531949,12.361620970793016,1400,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1182.0,2017,190,58145,-11.04,-3.9635617597292727,55.031479005073294,0.061,True,0.8291032148900169,9.76710284760767,15.645365976423896,25.8191983983714,78.9361542840912,-47.545839968012636,1401,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1183.0,2017,190,58148,-4.06,-3.9636432797971266,54.984928931864715,0.078,True,0.8292476754015216,23.33941028003836,17.50582251884829,42.17949724967985,82.44956033066147,22.3643015321248,1402,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1182.0,2017,190,58152,-2.5,-3.9618443316412866,55.0324070951372,0.093,True,0.8291032148900169,8.575376712036553,17.346459068978923,45.17932892776106,84.84536289688015,15.524747425725565,1403,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1183.0,2017,190,58152,-9.48,-3.966508875739645,55.01158805554723,0.042,True,0.8292476754015216,28.345220246339384,17.52883837436497,32.32068526654159,84.79066486485665,-0.3583447715026064,1404,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1184.0,2017,190,58154,3.85,-3.9599070945945942,55.016689171412025,1.703,True,0.8293918918918919,21.630849222905955,18.26922740651423,46.18282646065236,40.08816131410855,-349.6884857492596,1405,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1184.0,2017,190,58162,3.34,-3.9532179054054057,55.061364699729864,2.039,True,0.8293918918918919,27.806297372116056,19.91070944684066,47.57229045223334,39.87563779253993,-0.7770036329988905,1406,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1185.0,2017,190,58163,-3.9,-3.953172995780591,55.01486255872963,0.144,True,0.829535864978903,28.68930414752857,23.064409663494146,34.557356081966574,41.33199740647246,12.247924989920486,1407,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1185.0,2017,190,58169,-2.97,-3.9494177215189876,55.005513765395165,0.1,True,0.829535864978903,11.768576525223704,21.135937371025037,1.0819446468723928,34.48240530600455,-41.914577698579045,1408,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1186.0,2017,190,58170,-4.88,-3.9502023608768977,54.95982578180035,0.132,False,0.8288364249578415,24.02825832248003,23.711417639432284,41.829231366618856,33.92405571248085,-3.5545933774801615,1409,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1187.0,2017,190,58172,-11.33,-3.9564195450716095,54.959366849128656,0.075,False,0.8281381634372368,9.3905350804794,20.552303445122288,41.09093517552651,35.385764030645,8.06470751651888,1410,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1188.0,2017,190,58174,-3.53,-3.956060606060606,54.91321884046874,1.234,True,0.8282828282828283,9.0588862870888,18.45697628915276,4.6354634269024615,28.46120352502002,-38.970532401763066,1411,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1185.0,2017,190,58189,-2.37,-3.951881856540084,55.04318860089522,1.548,True,0.8278481012658228,9.984618714866835,15.486696512944556,10.864059922087565,22.34316510332906,-21.715218681660094,1412,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1183.0,2017,190,58198,-3.72,-3.95323753169907,55.13328214911474,1.457,True,0.8284023668639053,20.72246321615001,14.158889691048131,40.99848606055848,23.416686766427713,2.3780688301474053,1413,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1184.0,2017,190,58198,-4.97,-3.9540962837837843,55.0875506618966,0.342,False,0.8277027027027027,9.758212079541789,13.823828950101145,33.6735367187319,28.84861877840429,15.466559513091752,1414,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1185.0,2017,190,58199,-3.7,-3.9538818565400846,55.04107849954387,0.086,False,0.8270042194092827,20.657476907551843,13.262032047613111,40.01777671275265,28.546709669426594,-0.9446327883476335,1415,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1185.0,2017,190,58205,-3.14,-3.9536877637130803,55.04134998688565,2.006,True,0.8270042194092827,24.687962573213813,15.81160329640218,51.376482037288,30.260967479720176,5.391770125983682,1416,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1185.0,2017,190,58207,-8.58,-3.9510886075949365,55.009261736229924,0.049,True,0.8278481012658228,28.4006554972674,19.035231498098614,34.131928530928164,35.1770449970578,17.60041851033018,1417,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1186.0,2017,190,58209,-7.01,-3.9536677908937605,54.97072991148493,0.05,True,0.8279932546374368,20.991207318599955,20.869662932054137,39.884372868135245,40.013763821399074,30.83253763362871,1418,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1187.0,2017,190,58212,-4.82,-3.954397641112048,54.925012516284504,1.36,True,0.8281381634372368,23.295346879430973,21.298476875934295,48.5048468390253,41.26482395114355,11.603352311387312,1419,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1186.0,2017,190,58216,-3.91,-3.947251264755481,54.94069150980855,1.559,True,0.8288364249578415,20.1785517622122,23.035200156379364,44.71342796730424,43.1048058259056,14.707024683233035,1420,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1186.0,2017,190,58218,-5.92,-3.948001686340641,54.94298579240224,0.062,False,0.8279932546374368,14.44348124270654,21.999534212238483,26.341386290388485,40.82540742217824,-16.16253781658032,1421,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1187.0,2017,190,58224,-12.71,-3.9553833192923338,54.96133735294245,0.139,False,0.827295703454086,12.270420664146371,19.929943894060575,42.86949040598325,39.40757548362745,-9.576915961136022,1422,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1187.0,2017,190,58227,-7.9,-3.958989048020219,54.97434923006547,0.07,False,0.8264532434709352,11.415671537655506,17.09911323412526,38.60560223477268,40.15318776760153,2.9755435346901717,1423,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1188.0,2017,190,58229,-3.79,-3.9588468013468012,54.92805957886931,0.075,True,0.8265993265993266,29.89516647929923,18.583106427575135,34.64007910457579,39.27913880700829,-4.427565446469038,1424,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1188.0,2017,190,58234,-9.26,-3.9630134680134685,54.95161332079574,0.118,False,0.8257575757575758,12.330317460858613,16.755601524479744,19.148137457938976,34.38635391016057,-22.85701633307036,1425,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1188.0,2017,190,58235,-3.47,-3.960058922558922,54.9441411085724,1.792,True,0.8257575757575758,20.93217813988299,16.88120592075821,44.31684067707696,34.32025602845602,-0.31269711500558894,1426,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1188.0,2017,190,58240,-3.73,-3.9577020202020203,54.93861602907765,0.14,True,0.8257575757575758,11.57810999828175,16.403644046687408,20.15128881094096,33.28857311521477,-4.745705820138339,1427,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1187.0,2017,190,58246,-4.8,-3.955197978096041,54.96759833766877,1.617,True,0.8256107834877844,26.33370791654127,18.74752525541989,37.67792241776685,32.42331178384537,-3.784807528376795,1428,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1188.0,2017,190,58248,-2.63,-3.954082491582492,54.92276857617173,1.388,True,0.8257575757575758,9.111847321842076,18.363554552784322,13.68576389830887,28.270005394434733,-21.900982616858716,1429,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1189.0,2017,190,58249,2.18,-3.9489234650967204,54.908183183531435,0.101,True,0.8259041211101766,12.341751980303105,15.4379854696183,20.923134075393644,25.98384788957105,-11.465770490670486,1430,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1189.0,2017,190,58253,-3.54,-3.9482169890664425,54.9081670202162,1.591,True,0.8267451640033642,18.835986054080603,16.522263568488633,44.36409014183511,30.1865066702204,22.27001527771985,1431,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1189.0,2017,190,58256,-3.32,-3.9469554247266605,54.90785789447604,1.263,True,0.8267451640033642,8.346224446759054,14.424604619634643,20.48701419333055,26.21486892292933,-16.967703755984022,1432,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1190.0,2017,190,58257,-3.02,-3.946176470588235,54.86240008657796,0.322,True,0.826890756302521,9.237469809283384,14.03449792146825,9.484817605186691,24.437123721970284,-8.943482707250896,1433,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1190.0,2017,190,58261,-2.81,-3.9507983193277307,54.826425855001396,1.167,True,0.826890756302521,8.880523690980823,11.12563388387484,308.1111900434897,69.5093349929241,199.41922275987835,1434,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58262,4.62,-3.94360201511335,54.84203130029847,0.502,True,0.8270361041141897,10.177325220193945,11.303213533600152,67.00742134215182,78.39627790023125,43.126539119244335,1435,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58265,-1.96,-3.9400587741393784,54.84112226545028,1.818,True,0.8278757346767422,4.610842864351239,10.014728680941507,65.36863774797102,85.80386184566082,27.336172360634464,1436,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58266,-10.16,-3.9452768456375833,54.8275320811427,0.356,True,0.8280201342281879,29.139911470252606,11.732049583636842,20.84976589484111,81.88480780449515,-20.428253649673138,1437,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58276,-3.66,-3.9464987405541567,54.872051680460615,0.197,True,0.8278757346767422,12.436814734208088,12.413814631545014,7.308352102517827,79.68836412269302,-7.975343804910032,1438,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58277,3.04,-3.9415449202350965,54.91205290533343,0.098,True,0.8278757346767422,10.478487234481989,12.620650869078114,36.091827585027175,84.12286578599976,16.851939851651345,1439,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58279,-4.66,-3.9421476510067115,54.866380102446215,0.108,True,0.8280201342281879,24.56519328542389,15.234762468151958,45.63953972188937,40.377590732399725,-221.27825431549874,1440,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58285,-5.07,-3.944739932885906,54.864208832392286,0.083,True,0.8280201342281879,10.02611669745177,15.209561047694931,22.028142689491062,32.881044290289594,-29.750709011213534,1441,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58300,-4.08,-3.944038623005878,54.90201821363308,1.486,True,0.8278757346767422,20.661713297163868,17.88470611983037,46.89505722905348,29.80211420380334,-8.98124817107869,1442,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1189.0,2017,190,58304,-4.32,-3.934852817493692,54.941110352898214,0.139,True,0.8275862068965517,22.37606262614913,16.757397979146457,43.13780323240812,33.51678709339784,9.650675281438996,1443,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1189.0,2017,190,58306,-7.09,-3.9385954583683764,54.948064608093844,0.111,True,0.8275862068965517,14.040239476698536,17.0246354362282,21.639282642570247,35.90527551673991,8.18607642162641,1444,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1190.0,2017,190,58310,-2.14,-3.9370840336134454,54.90456937056069,1.804,False,0.826890756302521,5.803379582411433,16.24545082754977,26.333085725778865,34.27881854019852,-4.945765717128521,1445,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1189.0,2017,190,58312,-1.94,-3.9366610597140452,54.95320273098239,1.871,True,0.8267451640033642,9.299750518754214,13.70121036643816,28.543937847711582,31.429551561168893,-7.560481223807691,1446,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1190.0,2017,190,58313,-3.19,-3.936033613445378,54.90745322006348,0.097,True,0.826890756302521,14.112441830022004,14.382264555199866,359.5488614532128,87.68300468845585,173.51423702223732,1447,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58313,-3.25,-3.9354575986565914,54.86170766857878,1.014,True,0.8270361041141897,8.889247964562568,12.420186999766315,9.357106652837128,81.42667959241979,-36.7692953725906,1448,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1190.0,2017,190,58316,-2.75,-3.935882352941176,54.90617949834267,1.531,True,0.826890756302521,6.8029638269223645,9.82467053322852,17.887094452851972,77.21822812916042,-21.971082774072265,1449,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58317,-3.2,-3.9352644836272037,54.86049453082998,1.923,True,0.8270361041141897,28.017846080421588,12.154271633849028,30.0541460296948,78.62070536034784,10.568558132074967,1450,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58320,4.18,-3.9284563758389255,54.86968157828007,0.193,True,0.8271812080536913,12.591536923036282,13.285631190619839,68.6921528591747,85.68054988258048,56.95551144328802,1451,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58323,10.29,-3.9154530201342275,55.037876872686105,0.179,True,0.8271812080536913,27.109374189627776,16.253901802432097,38.71844950450924,87.3763018253801,16.65319391433939,1452,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1193.0,2017,190,58324,-3.1,-3.91476948868399,54.99226154497434,1.149,True,0.8273260687342833,17.852175121004482,16.87719068426251,38.45663258262282,33.86093034694844,-492.30862938339084,1453,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58332,-4.1,-3.909554995801847,55.06450408751916,0.204,True,0.8270361041141897,23.353686256182485,19.287930399532495,43.48599989760069,39.5490792210757,35.40737706586687,1454,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1190.0,2017,190,58339,-2.88,-3.900352941176471,55.04385521595015,1.792,False,0.826890756302521,10.398761557110904,19.887230021230586,53.25887895848614,45.4443766386814,30.74098283156148,1455,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58340,-10.87,-3.906204869857263,55.03838575295108,0.056,True,0.8270361041141897,8.667567181793043,16.662183538125827,9.522255009925216,42.022394802053135,-15.715496649937366,1456,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58343,-2.72,-3.905919395465995,55.038966359884036,1.628,False,0.8261964735516373,7.600012957694526,15.830262877235539,33.435043485290734,36.1462099064058,-24.483514252523747,1457,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1191.0,2017,190,58344,-3.74,-3.906272040302267,55.03870088055376,0.607,True,0.8261964735516373,14.52421637261352,13.732736574399828,21.65252855628761,33.301889748368865,-11.759378790403499,1458,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58346,6.12,-3.8978607382550337,55.07682270770997,0.161,True,0.8263422818791947,27.75151279064312,15.382626186006265,36.55218701610723,32.98448215394961,-0.8816380355393579,1459,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1193.0,2017,190,58346,-4.51,-3.89837384744342,55.03093141381214,1.364,True,0.826487845766974,16.273695762618505,14.202627770412269,338.54850542253854,82.16156640810591,298.8273480883107,1460,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58352,-3.45,-3.9000755033557044,55.074123168098005,0.629,True,0.8263422818791947,9.93844617968808,14.125908540841799,20.802165816093552,76.75211421770715,-35.303145013855726,1461,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58354,-3.9,-3.8985067114093965,55.071184837906245,1.139,True,0.8263422818791947,11.115614041197295,14.533916350742508,12.0315036374354,77.17032232229218,2.7798039894354347,1462,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1193.0,2017,190,58357,-3.86,-3.898474434199497,55.0249854223744,0.103,True,0.826487845766974,22.66463368567433,17.044686472072474,44.59148086562976,79.02972855234869,14.658756751874886,1463,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58360,-10.7,-3.903976510067114,55.10848912791126,0.647,False,0.825503355704698,27.379276001900635,19.187196410286994,67.03997172736493,86.5943024141949,55.23205371761461,1464,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1192.0,2017,190,58365,-6.0,-3.906031879194631,55.11206845574191,0.889,True,0.825503355704698,15.2289119126755,17.100096263959056,44.56921278299115,87.93047337534222,6.5562796341855885,1465,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1193.0,2017,190,58367,-3.43,-3.9056328583403186,55.06602344563086,1.364,True,0.8256496227996647,12.07356210563976,16.400073987795935,28.77188907388857,36.30103731723389,-242.121883879234,1466,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1193.0,2017,190,58368,-4.9,-3.9069572506286674,55.066563468808575,0.079,True,0.8256496227996647,20.31680226425937,18.129800001891148,48.51861146533659,40.92044492544107,32.05449732399116,1467,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1194.0,2017,190,58370,-4.91,-3.9077973199329983,55.0212480360029,0.184,True,0.8257956448911222,14.543424422586853,18.70110173212274,12.589740697768988,41.01348443549666,0.8667161652480906,1468,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1195.0,2017,190,58371,-5.29,-3.908953974895397,54.97676532032551,0.127,True,0.8259414225941423,7.569282762518207,16.185209911596722,20.594090220308,37.013919327943036,-28.821296355481667,1469,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1195.0,2017,190,58374,-3.79,-3.9060836820083686,54.96758716217072,0.096,True,0.8259414225941423,8.912586899157647,13.10742839447289,11.87774732892202,27.82021526153589,-52.964401481469515,1470,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1195.0,2017,190,58379,-4.01,-3.9022928870292883,54.94959758583717,1.081,True,0.8259414225941423,16.520538723393607,13.322699529592574,42.27368900609371,27.437627965386316,-2.092210445221439,1471,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1195.0,2017,190,58380,-8.2,-3.9063933054393303,54.96474619359002,0.076,True,0.8259414225941423,17.230094556505716,14.1821216047369,14.863625385787085,25.1195840173694,-14.776319846729615,1472,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1195.0,2017,190,58383,-4.74,-3.9010711297071134,54.92195982324456,0.126,True,0.8259414225941423,18.127454830745005,13.81723036581784,48.85262446866909,25.17525285125815,0.1617191452472932,1473,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1194.0,2017,190,58386,-3.64,-3.8981993299832496,54.95381779426613,1.514,True,0.8257956448911222,16.42559636612582,14.130925689741,39.38835486909949,29.641688546479898,23.785711627796186,1474,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1194.0,2017,190,58389,-3.77,-3.8992127303182578,54.95232947189148,1.095,True,0.8257956448911222,14.82366287422451,15.33998904169205,28.757980097714928,31.00233685938105,7.360464520483831,1475,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1194.0,2017,190,58392,-3.98,-3.9003350083752095,54.951004581723964,1.497,True,0.8257956448911222,20.253622029176192,17.230161563361808,21.63282686324977,32.62818344843568,9.967923976107238,1476,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1195.0,2017,190,58394,-3.46,-3.8999665271966526,54.905144219984194,1.412,True,0.8259414225941423,14.1433820997456,16.833968792753808,26.963723129235035,30.07652246895923,-17.34030962752086,1477,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1196.0,2017,190,58395,-3.82,-3.89989966555184,54.859203839296995,1.145,True,0.8260869565217391,12.8744376413063,16.108025973553904,13.717346318360343,29.88547595772144,-1.5213299937500329,1478,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1197.0,2017,190,58399,-5.83,-3.901512113617377,54.81644712631638,0.061,True,0.8262322472848789,11.200713329282506,14.953569056643488,15.738801437448917,24.366505452518084,-31.381036775631664,1479,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1198.0,2017,190,58401,-3.77,-3.9014023372287148,54.77066670348663,0.261,True,0.8263772954924875,14.326311216997691,14.603688198455467,49.13404308231441,25.990786821387232,9.348247119734982,1480,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1198.0,2017,190,58405,-4.22,-3.9004507512520865,54.76897323023757,0.929,True,0.8263772954924875,13.754843335685264,14.425551608698926,356.8997009786963,80.68107363488413,295.7847862823703,1481,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1199.0,2017,190,58406,-4.01,-3.9005421184320266,54.723266233408225,0.101,True,0.8265221017514596,11.76935755567173,13.011507529781516,7.452302739710903,78.31765294762765,-13.785304114036167,1482,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1199.0,2017,190,58411,-3.84,-3.895454545454546,54.69279676733953,0.143,True,0.8273561301084237,6.921426379372288,11.807848243052632,19.81564225195368,77.12630613474742,-5.389729921374492,1483,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1200.0,2017,190,58414,43.21,-3.8562000000000003,56.496284630525466,0.042,False,0.8266666666666667,24.34904202687804,13.720282307314585,39.14106122033687,81.36359195174352,18.962902876972585,1484,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
1201.0,2017,190,58414,-6.25,-3.85819317235637,56.45397564932004,0.065,True,0.8268109908409659,11.28797426364203,13.734825796374507,17.98326313257229,81.73766890093074,2.0609700882342894,1485,41.0,1007.4,87.0,20.3,48.0,5.4,19.8,8.0,2.0,,,,1.0,8.0,,,,False
